Timestamp,Symbol,Pivot_Name,Pivot_Price,Current_Price,Outcome,Rejection_Reason,Notes
2025-12-24 09:43:31,IREN,Current_R1,42.41,42.83,REJECTED,Dollar volume unavailable (mid-day restart),
2025-12-24 09:44:01,UBER,Current_Pivot,80.41,80.80,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:44:01,IREN,Current_Pivot,37.88,42.65,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:44:01,IREN,Current_R1,42.41,42.65,REJECTED,Dollar volume unavailable (mid-day restart),
2025-12-24 09:44:31,UBER,Current_Pivot,80.41,80.78,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:44:31,IREN,Current_Pivot,37.88,42.55,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:44:31,IREN,Current_R1,42.41,42.55,REJECTED,Dollar volume unavailable (mid-day restart),
2025-12-24 09:45:01,UBER,Current_Pivot,80.41,80.88,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:45:01,IREN,Current_Pivot,37.88,42.59,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:45:01,IREN,Current_R1,42.41,42.59,REJECTED,Dollar volume unavailable (mid-day restart),
2025-12-24 09:45:31,UBER,Current_Pivot,80.41,80.85,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:45:36,UBER,Current_Pivot,80.41,80.85,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:45:36,IREN,Current_Pivot,37.88,42.28,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:46:06,UBER,Current_Pivot,80.41,80.84,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:46:06,IREN,Current_Pivot,37.88,42.21,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:46:36,UBER,Current_Pivot,80.41,80.86,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:46:36,IREN,Current_Pivot,37.88,42.13,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:47:06,UBER,Current_Pivot,80.41,80.75,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:47:06,IREN,Current_Pivot,37.88,42.14,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:47:36,UBER,Current_Pivot,80.41,80.68,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:47:36,IREN,Current_Pivot,37.88,42.07,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:48:06,UBER,Current_Pivot,80.41,80.78,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:48:06,IREN,Current_Pivot,37.88,41.96,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:48:36,UBER,Current_Pivot,80.41,80.76,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:48:36,IREN,Current_Pivot,37.88,41.83,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:49:06,UBER,Current_Pivot,80.41,80.77,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:49:06,IREN,Current_Pivot,37.88,41.95,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:49:36,UBER,Current_Pivot,80.41,80.74,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:49:36,IREN,Current_Pivot,37.88,41.89,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:50:06,UBER,Current_Pivot,80.41,80.75,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:50:06,IREN,Current_Pivot,37.88,41.98,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:50:36,UBER,Current_Pivot,80.41,80.81,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:50:36,IREN,Current_Pivot,37.88,41.95,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:51:06,UBER,Current_Pivot,80.41,80.79,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:51:06,IREN,Current_Pivot,37.88,41.89,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:51:36,UBER,Current_Pivot,80.41,80.74,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:51:36,IREN,Current_Pivot,37.88,42.06,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:52:06,UBER,Current_Pivot,80.41,80.70,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:52:06,IREN,Current_Pivot,37.88,41.96,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:52:36,UBER,Current_Pivot,80.41,80.67,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:52:36,IREN,Current_Pivot,37.88,42.01,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:53:06,UBER,Current_Pivot,80.41,80.67,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:53:06,IREN,Current_Pivot,37.88,42.00,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:53:36,UBER,Current_Pivot,80.41,80.71,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:53:36,IREN,Current_Pivot,37.88,41.99,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:54:07,UBER,Current_Pivot,80.41,80.69,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:54:07,IREN,Current_Pivot,37.88,41.81,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:54:37,UBER,Current_Pivot,80.41,80.69,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:54:37,IREN,Current_Pivot,37.88,41.80,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:55:07,UBER,Current_Pivot,80.41,80.69,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:55:07,IREN,Current_Pivot,37.88,41.85,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:55:37,UBER,Current_Pivot,80.41,80.69,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:55:37,IREN,Current_Pivot,37.88,41.75,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:56:07,UBER,Current_Pivot,80.41,80.71,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:56:07,IREN,Current_Pivot,37.88,41.63,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:56:37,UBER,Current_Pivot,80.41,80.80,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:56:37,IREN,Current_Pivot,37.88,41.56,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:57:07,UBER,Current_Pivot,80.41,80.83,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:57:07,IREN,Current_Pivot,37.88,41.39,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:57:07,IONQ,Current_Pivot,48.60,49.42,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:57:37,UBER,Current_Pivot,80.41,80.78,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:57:37,IONQ,Current_Pivot,48.60,49.34,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:57:37,IREN,Current_Pivot,37.88,41.32,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:58:07,UBER,Current_Pivot,80.41,80.78,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:58:07,IONQ,Current_Pivot,48.60,49.24,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:58:07,IREN,Current_Pivot,37.88,41.27,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:58:37,UBER,Current_Pivot,80.41,80.76,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:58:37,IONQ,Current_Pivot,48.60,49.20,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:59:07,UBER,Current_Pivot,80.41,80.88,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:59:07,IONQ,Current_Pivot,48.60,49.28,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:59:07,IREN,Current_Pivot,37.88,41.07,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:59:17,IREN,Current_Pivot,37.88,41.07,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 09:59:37,UBER,Current_Pivot,80.41,80.83,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 09:59:37,IONQ,Current_Pivot,48.60,49.29,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 09:59:37,IREN,Current_Pivot,37.88,41.14,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:00:07,UBER,Current_Pivot,80.41,80.84,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:00:07,IONQ,Current_Pivot,48.60,49.13,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:00:07,IREN,Current_Pivot,37.88,40.94,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:00:37,UBER,Current_Pivot,80.41,80.89,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:00:37,IONQ,Current_Pivot,48.60,49.34,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:00:37,IREN,Current_Pivot,37.88,41.24,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:01:07,UBER,Current_Pivot,80.41,80.84,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:01:07,IREN,Current_Pivot,37.88,41.36,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:01:07,IONQ,Current_Pivot,48.60,49.46,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:01:37,UBER,Current_Pivot,80.41,80.86,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:01:37,IONQ,Current_Pivot,48.60,49.28,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:01:37,IREN,Current_Pivot,37.88,41.20,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:02:07,UBER,Current_Pivot,80.41,80.88,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:02:07,IONQ,Current_Pivot,48.60,49.31,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:02:07,IREN,Current_Pivot,37.88,41.37,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:02:37,UBER,Current_Pivot,80.41,80.96,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:02:37,IONQ,Current_Pivot,48.60,49.19,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:02:37,IREN,Current_Pivot,37.88,41.42,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:03:07,UBER,Current_Pivot,80.41,81.00,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:03:07,IONQ,Current_Pivot,48.60,49.26,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:03:07,IREN,Current_Pivot,37.88,41.38,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:03:37,UBER,Current_Pivot,80.41,81.02,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:03:37,IREN,Current_Pivot,37.88,41.40,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:03:42,UBER,Current_Pivot,80.41,81.02,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:03:42,IREN,Current_Pivot,37.88,41.40,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:03:42,IONQ,Current_Pivot,48.60,49.35,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:04:12,UBER,Current_Pivot,80.41,80.97,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:04:12,IONQ,Current_Pivot,48.60,49.25,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:04:12,IREN,Current_Pivot,37.88,41.39,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:04:42,UBER,Current_Pivot,80.41,81.03,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:04:42,IREN,Current_Pivot,37.88,41.45,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:04:42,IONQ,Current_Pivot,48.60,49.37,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:05:12,UBER,Current_Pivot,80.41,80.97,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:05:12,IREN,Current_Pivot,37.88,41.47,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:05:12,IONQ,Current_Pivot,48.60,49.42,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:05:42,UBER,Current_Pivot,80.41,80.94,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:05:42,IREN,Current_Pivot,37.88,41.50,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:05:42,IONQ,Current_Pivot,48.60,49.44,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:06:12,UBER,Current_Pivot,80.41,80.85,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:06:12,IONQ,Current_Pivot,48.60,49.17,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:06:12,IREN,Current_Pivot,37.88,41.48,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:06:42,UBER,Current_Pivot,80.41,80.90,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:06:42,IREN,Current_Pivot,37.88,41.59,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:06:42,IONQ,Current_Pivot,48.60,49.24,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:07:12,UBER,Current_Pivot,80.41,80.93,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:07:12,IREN,Current_Pivot,37.88,41.57,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:07:12,IONQ,Current_Pivot,48.60,49.12,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:07:42,UBER,Current_Pivot,80.41,80.93,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:07:42,IONQ,Current_Pivot,48.60,49.04,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:07:42,IREN,Current_Pivot,37.88,41.43,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:08:13,UBER,Current_Pivot,80.41,80.93,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:08:13,IONQ,Current_Pivot,48.60,49.09,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:08:13,IREN,Current_Pivot,37.88,41.33,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:08:43,UBER,Current_Pivot,80.41,80.94,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:08:43,IONQ,Current_Pivot,48.60,49.11,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:08:43,IREN,Current_Pivot,37.88,41.34,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:09:13,UBER,Current_Pivot,80.41,80.92,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:09:13,IONQ,Current_Pivot,48.60,49.17,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:09:13,IREN,Current_Pivot,37.88,41.37,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:09:43,UBER,Current_Pivot,80.41,80.91,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:09:43,IONQ,Current_Pivot,48.60,49.14,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:09:43,IREN,Current_Pivot,37.88,41.48,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:10:13,UBER,Current_Pivot,80.41,80.87,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:10:13,IONQ,Current_Pivot,48.60,49.12,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:10:13,IREN,Current_Pivot,37.88,41.43,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:10:43,UBER,Current_Pivot,80.41,80.94,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:10:43,IONQ,Current_Pivot,48.60,49.16,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:10:43,IREN,Current_Pivot,37.88,41.41,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:11:13,UBER,Current_Pivot,80.41,81.00,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:11:13,IONQ,Current_Pivot,48.60,49.08,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:11:13,IREN,Current_Pivot,37.88,41.39,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:11:43,UBER,Current_Pivot,80.41,80.99,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:11:43,IONQ,Current_Pivot,48.60,49.09,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:11:43,IREN,Current_Pivot,37.88,41.43,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:12:13,UBER,Current_Pivot,80.41,80.95,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:12:13,IONQ,Current_Pivot,48.60,48.93,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:12:13,IREN,Current_Pivot,37.88,41.42,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:12:43,UBER,Current_Pivot,80.41,80.97,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:12:43,IONQ,Current_Pivot,48.60,48.79,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:12:43,IREN,Current_Pivot,37.88,41.35,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:13:13,UBER,Current_Pivot,80.41,80.95,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:13:13,IONQ,Current_Pivot,48.60,48.88,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:13:13,IREN,Current_Pivot,37.88,41.43,REJECTED,Pivot $37.88 <= opening $41.83,
2025-12-24 10:13:43,UBER,Current_Pivot,80.41,80.96,REJECTED,Pivot $80.41 <= opening $81.01,
2025-12-24 10:13:43,IONQ,Current_Pivot,48.60,48.92,REJECTED,Pivot $48.60 <= opening $51.70,
2025-12-24 10:13:43,IREN,Current_Pivot,37.88,41.42,REJECTED,Pivot $37.88 <= opening $41.83,
